n,id,loan_amnt,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,total_rec_int,application_type,dti_joint,all_util,total_rev_hi_lim
490,38486016,20000.0,482.02,10+ years,MORTGAGE,58866.0,Source Verified,Current,debt_consolidation,IN,16.86,0.0,Oct-1987,2775.06,INDIVIDUAL,,,25500.0
491,52808259,12000.0,410.08,10+ years,MORTGAGE,64000.0,Source Verified,Current,debt_consolidation,TN,31.35,0.0,Sep-1996,893.2,INDIVIDUAL,,,17300.0
492,55565198,7175.0,225.44,1 year,RENT,98500.0,Not Verified,Current,credit_card,GA,11.77,0.0,Jun-2000,229.17,INDIVIDUAL,,,15500.0
493,7436731,24000.0,823.77,7 years,MORTGAGE,105000.0,Source Verified,Fully Paid,debt_consolidation,WA,17.04,0.0,May-2004,3794.61,INDIVIDUAL,,,13300.0
494,9274606,7800.0,259.04,7 years,MORTGAGE,62000.0,Not Verified,Fully Paid,home_improvement,OR,10.2,0.0,May-2002,870.24,INDIVIDUAL,,,12300.0
495,2694727,14375.0,471.58,2 years,RENT,89000.0,Verified,Fully Paid,debt_consolidation,CA,21.73,0.0,Dec-1990,1132.29,INDIVIDUAL,,,
496,47827287,8000.0,244.8,< 1 year,MORTGAGE,125000.0,Not Verified,Current,credit_card,AZ,9.13,0.0,Aug-2003,304.65,INDIVIDUAL,,,47200.0
497,6581244,20000.0,478.12,8 years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,NY,10.27,0.0,Mar-2000,5657.87,INDIVIDUAL,,,29500.0
498,43352156,7500.0,239.1,3 years,RENT,73400.0,Not Verified,Current,vacation,IL,7.95,0.0,Mar-2002,461.08,INDIVIDUAL,,,19800.0
499,31587561,4200.0,141.5,2 years,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,SC,19.43,1.0,Aug-1993,545.8,INDIVIDUAL,,,32200.0
500,8845778,35000.0,884.21,10+ years,MORTGAGE,115000.0,Source Verified,Fully Paid,debt_consolidation,MA,20.84,1.0,Dec-1999,10024.06,INDIVIDUAL,,,65500.0
501,5146288,4200.0,147.25,1 year,OWN,34500.0,Verified,Current,debt_consolidation,TX,,0.0,Oct-2006,1071.94,INDIVIDUAL,,,13300.0
502,28713186,9600.0,325.09,2 years,RENT,37500.0,Not Verified,Current,debt_consolidation,FL,12.42,0.0,Sep-2009,1256.95,INDIVIDUAL,,,
503,18605820,21000.0,661.85,10+ years,MORTGAGE,90000.0,Source Verified,Charged Off,debt_consolidation,NC,13.51,0.0,Apr-1982,1518.61,INDIVIDUAL,,,38500.0
504,509519,10000.0,339.25,3 years,RENT,38004.0,Not Verified,Fully Paid,debt_consolidation,NY,4.86,1.0,Jul-2002,2206.15,INDIVIDUAL,,,
505,9186426,7200.0,,7 years,RENT,26000.0,Not Verified,Current,other,NY,22.35,0.0,Nov-2007,1261.85,INDIVIDUAL,,,7700.0
506,1506971,5250.0,179.67,3 years,RENT,34000.0,Not Verified,Fully Paid,credit_card,PA,15.99,1.0,Nov-1999,1215.36,INDIVIDUAL,,,7400.0
507,48635004,9600.0,300.35,10+ years,MORTGAGE,82000.0,Source Verified,Current,debt_consolidation,AZ,16.8,2.0,Oct-1999,456.5,INDIVIDUAL,,,96800.0
508,47897455,13425.0,491.03,< 1 year,RENT,32000.0,Verified,Current,debt_consolidation,OH,16.05,0.0,Jun-2006,1544.98,INDIVIDUAL,,,14800.0
509,12937190,7875.0,285.69,10+ years,MORTGAGE,40000.0,Verified,Charged Off,credit_card,FL,21.75,0.0,May-1994,1261.9,INDIVIDUAL,,,15200.0
510,25186464,20125.0,600.18,10+ years,MORTGAGE,70000.0,Verified,Current,debt_consolidation,NY,24.41,1.0,May-1999,6444.32,INDIVIDUAL,,,
511,16511933,8000.0,255.04,10+ years,,52000.0,Not Verified,Current,debt_consolidation,IL,29.03,1.0,Jan-1992,896.84,INDIVIDUAL,,,54700.0
512,1229579,18000.0,401.5,6 years,RENT,65000.0,Verified,Charged Off,debt_consolidation,CO,18.18,0.0,May-1999,536.27,INDIVIDUAL,,,
513,53212414,7350.0,260.41,3 years,RENT,23000.0,Not Verified,Current,debt_consolidation,MA,,0.0,Sep-2009,648.93,INDIVIDUAL,,,8400.0
514,12506465,21400.0,700.51,10+ years,MORTGAGE,99800.0,Source Verified,Current,debt_consolidation,CA,14.74,0.0,Nov-1997,3176.29,INDIVIDUAL,,,17800.0
515,58613869,10800.0,353.53,2 years,OWN,68000.0,Source Verified,Current,other,FL,18.53,1.0,Jan-1996,368.37,INDIVIDUAL,,,15900.0
516,629752,3000.0,100.52,6 years,MORTGAGE,230000.0,Source Verified,Does not meet the credit policy. Status:Fully Paid,car,FL,12.46,0.0,Jan-1999,616.26,INDIVIDUAL,,,
517,1826135,25000.0,858.46,10+ years,,98000.0,Verified,Charged Off,debt_consolidation,NY,20.51,0.0,Nov-1990,3155.97,INDIVIDUAL,,,35100.0
518,1596724,6575.0,205.74,6 years,RENT,42000.0,Not Verified,Fully Paid,debt_consolidation,UT,21.77,0.0,May-2001,533.53,INDIVIDUAL,,,29200.0
519,19296107,6000.0,198.35,7 years,RENT,30000.0,Source Verified,Late (31-120 days),credit_card,GA,10.88,0.0,Sep-2003,812.95,INDIVIDUAL,,,5700.0
520,60944127,6500.0,224.22,10+ years,RENT,35000.0,Verified,Current,debt_consolidation,MO,30.97,0.0,Jul-2007,222.16,INDIVIDUAL,,,11700.0
521,10145572,10000.0,,10+ years,RENT,63500.0,Not Verified,Fully Paid,debt_consolidation,GA,14.18,1.0,May-2000,1637.48,INDIVIDUAL,,,19300.0
522,6926628,29100.0,719.78,< 1 year,RENT,65000.0,Source Verified,Fully Paid,debt_consolidation,FL,23.0,0.0,Sep-2000,6553.6,INDIVIDUAL,,,
523,34943607,16025.0,603.67,5 years,MORTGAGE,47136.0,Verified,Current,small_business,GA,16.17,1.0,Sep-1998,3286.92,INDIVIDUAL,,,14900.0
524,68573744,7200.0,231.65,4 years,MORTGAGE,53000.0,Verified,Issued,debt_consolidation,WI,20.79,0.0,Aug-2002,0.0,INDIVIDUAL,,66.6,17800.0
525,58704127,15000.0,494.86,4 years,MORTGAGE,60000.0,Verified,Current,debt_consolidation,OR,13.46,1.0,Aug-2007,536.93,INDIVIDUAL,,,21800.0
526,37107932,25150.0,934.54,4 years,MORTGAGE,110000.0,Source Verified,Current,debt_consolidation,NC,16.55,0.0,Feb-1985,4515.13,INDIVIDUAL,,,89300.0
527,60265129,18000.0,580.73,10+ years,MORTGAGE,60000.0,Verified,Current,credit_card,CO,29.19,0.0,Dec-2001,557.78,INDIVIDUAL,,,
528,20359607,10000.0,344.17,6 years,OWN,72000.0,Source Verified,Current,medical,FL,4.28,0.0,Jul-2007,1662.73,INDIVIDUAL,,,
529,6895777,12000.0,286.11,5 years,,100000.0,Verified,Fully Paid,debt_consolidation,IN,11.0,0.0,Aug-1992,593.72,INDIVIDUAL,,,19000.0
530,59282365,18725.0,675.64,8 years,MORTGAGE,90000.0,Verified,Fully Paid,other,CA,21.27,0.0,Sep-2002,901.1,INDIVIDUAL,,,
531,33280490,20000.0,475.7,10+ years,MORTGAGE,67000.0,Source Verified,Fully Paid,debt_consolidation,WA,18.09,1.0,Oct-1996,1713.63,INDIVIDUAL,,,27800.0
532,55513471,15000.0,451.73,10+ years,MORTGAGE,77000.0,Not Verified,Current,debt_consolidation,PA,29.22,1.0,Mar-1978,310.92,INDIVIDUAL,,,55700.0
533,61308581,10375.0,286.49,< 1 year,RENT,27000.0,Source Verified,Current,debt_consolidation,IL,32.22,0.0,Mar-1999,552.37,INDIVIDUAL,,,18900.0
534,41216375,5000.0,166.77,10+ years,RENT,110000.0,Not Verified,Current,debt_consolidation,CO,20.38,1.0,Dec-1999,453.93,INDIVIDUAL,,,59700.0
535,3676719,11500.0,403.18,n/a,MORTGAGE,35000.0,Verified,Current,debt_consolidation,OH,22.97,1.0,Mar-1997,2993.79,INDIVIDUAL,,,16000.0
536,54157575,5000.0,172.48,n/a,RENT,19740.0,Verified,Current,debt_consolidation,MO,29.24,0.0,Sep-1980,341.44,INDIVIDUAL,,,34200.0
537,57335109,5000.0,154.99,10+ years,OWN,22000.0,Verified,Current,major_purchase,NH,33.93,0.0,Jun-1981,139.63,INDIVIDUAL,,,43500.0
538,53362604,20000.0,451.9,8 years,,40000.0,Verified,Current,credit_card,CA,29.37,0.0,Oct-1999,1210.9,INDIVIDUAL,,,37300.0
539,63869989,21000.0,504.12,3 years,MORTGAGE,82000.0,Source Verified,Current,debt_consolidation,TX,25.1,0.0,Jan-1997,500.38,INDIVIDUAL,,,30800.0
540,55574782,6000.0,201.27,2 years,MORTGAGE,57000.0,Source Verified,Current,debt_consolidation,OH,14.72,12.0,Mar-1994,298.29,INDIVIDUAL,,,37251.0
541,29033379,20625.0,,10+ years,RENT,70000.0,Source Verified,Fully Paid,debt_consolidation,UT,9.21,0.0,Feb-1995,1993.9,INDIVIDUAL,,,15700.0
542,29844770,6000.0,209.79,10+ years,MORTGAGE,55000.0,Verified,Charged Off,debt_consolidation,PA,18.18,0.0,Nov-1993,367.69,INDIVIDUAL,,,18200.0
543,2077035,16200.0,388.04,< 1 year,RENT,112000.0,Verified,Current,debt_consolidation,MA,23.64,0.0,May-2000,5842.47,INDIVIDUAL,,,
544,54373537,15000.0,,n/a,MORTGAGE,52000.0,Source Verified,Current,debt_consolidation,WV,18.62,2.0,Jun-1988,1288.98,INDIVIDUAL,,,19650.0
545,1601236,3500.0,116.46,3 years,RENT,76000.0,Source Verified,Charged Off,debt_consolidation,TX,,0.0,Jan-1997,199.3,INDIVIDUAL,,,
546,13418805,5000.0,181.39,4 years,MORTGAGE,25000.0,Source Verified,Current,debt_consolidation,IL,16.99,0.0,Jan-2011,1225.67,INDIVIDUAL,,,7800.0
547,41140075,19825.0,648.96,10+ years,OWN,69000.0,Source Verified,Fully Paid,debt_consolidation,NY,16.96,0.0,Jan-2004,996.31,INDIVIDUAL,,,40700.0
548,9284705,10200.0,333.89,10+ years,RENT,60000.0,Not Verified,Current,debt_consolidation,MO,19.89,0.0,Sep-1997,1624.94,INDIVIDUAL,,,10500.0
549,53444651,15075.0,,3 years,MORTGAGE,46000.0,Source Verified,Current,credit_card,UT,20.98,0.0,Oct-2006,1274.12,INDIVIDUAL,,,22100.0
550,58131132,14000.0,433.95,10+ years,MORTGAGE,128000.0,Source Verified,Current,debt_consolidation,RI,13.71,0.0,May-1996,364.13,INDIVIDUAL,,,52400.0
551,21530588,11000.0,355.72,2 years,RENT,34000.0,Verified,Current,credit_card,WA,33.11,0.0,Oct-2002,1266.37,INDIVIDUAL,,,30200.0
552,18534680,5000.0,155.97,8 years,MORTGAGE,75000.0,Source Verified,Fully Paid,other,OH,2.76,0.0,Aug-2002,445.64,INDIVIDUAL,,,39600.0
553,41163205,19750.0,722.36,6 years,RENT,55000.0,Verified,Current,small_business,PA,32.73,0.0,Dec-2005,2755.59,INDIVIDUAL,,,50400.0
554,54293771,10000.0,322.63,10+ years,MORTGAGE,46000.0,Source Verified,Current,credit_card,FL,24.4,0.0,Jul-1996,497.02,INDIVIDUAL,,,22600.0
555,68414428,15000.0,,10+ years,MORTGAGE,39000.0,Not Verified,Issued,credit_card,CO,19.05,0.0,Aug-2003,0.0,INDIVIDUAL,,55.0,31800.0
556,32019470,12525.0,442.14,7 years,RENT,73000.0,Source Verified,Current,debt_consolidation,CA,14.94,0.0,Jun-2010,2072.88,INDIVIDUAL,,,5700.0
557,35773772,18000.0,576.51,2 years,MORTGAGE,55000.0,Source Verified,Current,credit_card,TX,30.29,0.0,Sep-1997,1565.33,INDIVIDUAL,,,27800.0
558,65744915,14000.0,421.61,10+ years,MORTGAGE,125000.0,Source Verified,Current,debt_consolidation,GA,6.99,0.0,Apr-2001,55.86,INDIVIDUAL,,,
559,3369450,9750.0,305.08,6 years,RENT,108000.0,Not Verified,Fully Paid,credit_card,NY,6.09,0.0,Mar-2003,970.19,INDIVIDUAL,,,
560,57174282,10500.0,,< 1 year,RENT,25000.0,Verified,Current,debt_consolidation,UT,18.63,0.0,Jun-2011,923.02,INDIVIDUAL,,,5600.0
561,65422712,7200.0,237.4,2 years,RENT,72500.0,Verified,Current,debt_consolidation,NY,15.62,0.0,Apr-2002,64.34,INDIVIDUAL,,,25900.0
562,867836,18250.0,567.61,6 years,MORTGAGE,37000.0,Verified,Fully Paid,credit_card,SC,14.92,0.0,Nov-2000,1714.79,INDIVIDUAL,,,
563,23845507,16000.0,486.97,3 years,RENT,90000.0,Verified,Current,debt_consolidation,IL,19.97,0.0,Aug-2001,1035.39,INDIVIDUAL,,,34600.0
564,38495964,9600.0,316.3,< 1 year,RENT,38000.0,Source Verified,Fully Paid,debt_consolidation,CA,21.67,1.0,Jul-2006,262.24,INDIVIDUAL,,,7300.0
565,65926521,5000.0,166.05,3 years,,82000.0,Not Verified,Current,debt_consolidation,SC,9.23,2.0,Sep-1989,43.3,INDIVIDUAL,,,2000.0
566,63898804,35000.0,1099.69,10+ years,MORTGAGE,265000.0,Source Verified,Current,credit_card,MD,10.8,0.0,Jun-1998,439.49,INDIVIDUAL,,,203600.0
567,38640226,17600.0,635.05,3 years,OWN,71000.0,Source Verified,Fully Paid,debt_consolidation,GA,14.91,0.0,May-2004,576.11,INDIVIDUAL,,,19300.0
568,65677591,12000.0,,10+ years,MORTGAGE,79000.0,Source Verified,Current,credit_card,VT,6.52,0.0,Oct-1985,109.11,INDIVIDUAL,,,46800.0
569,20731043,15000.0,495.86,10+ years,RENT,53000.0,Not Verified,Current,other,NY,7.38,0.0,Dec-1993,1993.69,INDIVIDUAL,,,
570,847265,3900.0,131.39,8 years,MORTGAGE,52000.0,Not Verified,Fully Paid,credit_card,WA,19.04,0.0,Sep-2001,668.03,INDIVIDUAL,,,
571,56130304,18000.0,517.72,10+ years,MORTGAGE,75000.0,Verified,Current,credit_card,NC,26.53,0.0,Sep-2001,1811.56,INDIVIDUAL,,,21500.0
572,3706608,28000.0,699.95,7 years,,94000.0,Verified,Current,debt_consolidation,TX,20.9,0.0,May-1989,10659.99,INDIVIDUAL,,,39200.0
573,40583994,5000.0,157.13,2 years,MORTGAGE,180000.0,Not Verified,Current,debt_consolidation,IL,35.73,0.0,Dec-1986,323.69,INDIVIDUAL,,,77100.0
574,34964654,20000.0,664.2,10+ years,,93000.0,Source Verified,Current,debt_consolidation,FL,16.94,0.0,Feb-1998,2247.08,INDIVIDUAL,,,58900.0
575,3486643,23250.0,562.93,7 years,MORTGAGE,125000.0,Verified,Fully Paid,debt_consolidation,CA,9.27,0.0,Jul-2004,1783.57,INDIVIDUAL,,,38000.0
576,30305096,29975.0,754.18,3 years,MORTGAGE,60000.0,Source Verified,Current,debt_consolidation,IL,17.1,3.0,Jun-2006,4875.33,INDIVIDUAL,,,59500.0
577,7711004,8500.0,278.24,< 1 year,RENT,25384.0,Source Verified,Fully Paid,debt_consolidation,NH,24.16,0.0,Oct-2008,1008.07,INDIVIDUAL,,,
578,46704588,11475.0,323.42,10+ years,MORTGAGE,68000.0,Verified,Current,debt_consolidation,VA,21.09,2.0,Aug-1989,1671.68,INDIVIDUAL,,,53610.0
579,48222736,30000.0,921.93,7 years,MORTGAGE,195000.0,Verified,Current,debt_consolidation,MA,16.72,0.0,Jul-1987,1194.74,INDIVIDUAL,,,269800.0
580,48010908,25000.0,,1 year,RENT,90000.0,Verified,Current,debt_consolidation,FL,10.97,0.0,Mar-2004,1188.8,INDIVIDUAL,,,22800.0
581,59699513,15000.0,457.97,10+ years,MORTGAGE,90000.0,Not Verified,Current,debt_consolidation,MA,15.41,0.0,Aug-1989,222.86,INDIVIDUAL,,,29400.0
582,66097042,19800.0,690.36,2 years,OWN,45000.0,Source Verified,Current,credit_card,CT,23.74,0.0,Jul-2008,237.31,INDIVIDUAL,,,
583,46762479,10000.0,335.45,10+ years,MORTGAGE,38000.0,Not Verified,Current,debt_consolidation,PA,4.8,2.0,Jan-1997,762.43,INDIVIDUAL,,,5000.0
584,64087545,12000.0,375.43,10+ years,OWN,67000.0,Not Verified,Current,debt_consolidation,KY,16.19,0.0,Oct-1998,150.59,INDIVIDUAL,,,27800.0
585,55228783,30000.0,982.02,10+ years,MORTGAGE,140000.0,Verified,Current,credit_card,TX,18.6,0.0,Jul-2007,1290.06,INDIVIDUAL,,,
586,58653703,6000.0,183.19,9 years,MORTGAGE,110000.0,Not Verified,Current,credit_card,NJ,19.62,0.0,Oct-1998,127.32,INDIVIDUAL,,,87500.0
587,43985636,20000.0,667.06,9 years,MORTGAGE,106000.0,Source Verified,Default,debt_consolidation,TX,22.97,0.0,Jun-2007,949.03,INDIVIDUAL,,,27000.0
588,9265032,4000.0,137.3,10+ years,MORTGAGE,90000.0,Source Verified,Fully Paid,home_improvement,DE,26.88,0.0,Oct-1995,718.27,INDIVIDUAL,,,84000.0
589,38427088,6000.0,189.88,9 years,RENT,52000.0,Verified,Current,credit_card,NY,4.32,0.0,May-2007,445.73,INDIVIDUAL,,,7100.0
590,5939294,25000.0,684.8,10+ years,MORTGAGE,94000.0,Verified,Charged Off,debt_consolidation,MI,13.05,0.0,Apr-1999,5883.69,INDIVIDUAL,,,38100.0
591,14457968,3150.0,107.91,2 years,MORTGAGE,67000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.0,2.0,Jun-1997,242.31,INDIVIDUAL,,,
592,10537416,1200.0,39.29,10+ years,MORTGAGE,80000.0,Source Verified,Current,credit_card,FL,28.42,1.0,Oct-1994,187.18,INDIVIDUAL,,,43800.0
593,7729070,18000.0,518.66,6 years,MORTGAGE,50000.0,Source Verified,Current,debt_consolidation,WI,27.94,0.0,Oct-2000,8433.31,INDIVIDUAL,,,
594,622296,18000.0,422.89,2 years,RENT,39996.0,Not Verified,Fully Paid,debt_consolidation,OH,20.07,0.0,Sep-2005,1966.01,INDIVIDUAL,,,
595,10162122,10500.0,337.19,4 years,MORTGAGE,80000.0,Source Verified,Current,debt_consolidation,GA,,0.0,Nov-1978,1434.21,INDIVIDUAL,,,37200.0
596,13398662,23075.0,568.4,10+ years,RENT,55000.0,Source Verified,Current,debt_consolidation,CA,9.69,1.0,Mar-2000,5667.48,INDIVIDUAL,,,18800.0
597,18595914,6000.0,191.28,3 years,RENT,40000.0,Source Verified,Current,debt_consolidation,AZ,17.89,0.0,Nov-2001,672.63,INDIVIDUAL,,,12500.0
598,48806223,5000.0,163.67,7 years,RENT,52500.0,Source Verified,Current,debt_consolidation,MO,15.09,0.0,Aug-2005,294.47,INDIVIDUAL,,,9800.0
599,31207149,20000.0,,9 years,OWN,48000.0,Source Verified,Current,debt_consolidation,OR,13.18,0.0,Jul-2004,4008.58,INDIVIDUAL,,,48300.0
600,31257106,14825.0,518.36,3 years,MORTGAGE,150000.0,Source Verified,Charged Off,major_purchase,NV,15.17,0.0,Feb-2001,1071.21,INDIVIDUAL,,,
601,3705409,30000.0,734.18,10+ years,MORTGAGE,114000.0,Verified,Current,debt_consolidation,PA,11.88,1.0,Aug-1998,10727.57,INDIVIDUAL,,,48500.0
602,1598215,24000.0,702.05,10+ years,MORTGAGE,98000.0,Verified,Fully Paid,debt_consolidation,MO,29.92,0.0,Mar-1989,14720.89,INDIVIDUAL,,,37100.0
603,55201392,10000.0,312.86,2 years,RENT,35000.0,Source Verified,Current,home_improvement,WI,23.11,0.0,Nov-1999,361.14,INDIVIDUAL,,,15400.0
604,15379406,13300.0,486.99,2 years,RENT,67432.0,Source Verified,Current,debt_consolidation,AZ,6.42,0.0,Oct-1995,3279.13,INDIVIDUAL,,,18500.0
605,10076169,8000.0,271.6,10+ years,MORTGAGE,150000.0,Verified,Current,debt_consolidation,GA,11.34,0.0,Jul-1992,1550.29,INDIVIDUAL,,,18200.0
606,1585457,6000.0,182.62,4 years,MORTGAGE,70000.0,Not Verified,Fully Paid,other,AL,16.47,0.0,Nov-1980,573.71,INDIVIDUAL,,,27500.0
607,3096950,10000.0,323.43,7 years,RENT,110000.0,Not Verified,Charged Off,credit_card,FL,9.46,0.0,Apr-1999,1152.41,INDIVIDUAL,,,
608,67377837,12000.0,274.15,1 year,RENT,50000.0,Source Verified,Current,debt_consolidation,NY,6.99,0.0,Nov-2004,0.0,INDIVIDUAL,,93.8,20900.0
609,422730,6400.0,205.41,2 years,MORTGAGE,98000.0,Not Verified,Fully Paid,debt_consolidation,TX,16.44,0.0,Jul-1994,993.05,INDIVIDUAL,,,
610,62774915,8500.0,278.24,n/a,RENT,45000.0,Source Verified,Current,credit_card,SC,21.12,0.0,Sep-2000,159.05,INDIVIDUAL,,,11400.0
611,55492382,18675.0,626.45,7 years,MORTGAGE,89000.0,Verified,Current,debt_consolidation,DE,17.64,0.0,Mar-1989,1102.75,INDIVIDUAL,,,
612,44825993,15000.0,460.97,4 years,MORTGAGE,130000.0,Not Verified,Fully Paid,major_purchase,NY,0.9,0.0,May-2006,321.42,INDIVIDUAL,,,17700.0
613,65735095,8500.0,265.93,8 years,MORTGAGE,156732.0,Not Verified,Current,debt_consolidation,AZ,10.29,0.0,Oct-2002,61.48,INDIVIDUAL,,,
614,48275118,14975.0,410.79,6 years,MORTGAGE,43908.0,Not Verified,Current,debt_consolidation,FL,33.42,0.0,Oct-2001,2125.58,INDIVIDUAL,,,19800.0
615,12957010,12000.0,,5 years,RENT,40000.0,Source Verified,Current,debt_consolidation,OR,21.3,0.0,Nov-1993,2445.13,INDIVIDUAL,,,13900.0
616,56141953,18000.0,629.37,10+ years,MORTGAGE,92000.0,Verified,Current,debt_consolidation,IL,33.47,0.0,Jun-1999,1103.06,INDIVIDUAL,,,38100.0
617,19446004,17000.0,549.75,10+ years,MORTGAGE,160000.0,Not Verified,Fully Paid,debt_consolidation,NV,10.66,0.0,Oct-1974,1525.89,INDIVIDUAL,,,68900.0
618,627633,14500.0,360.84,10+ years,MORTGAGE,58600.0,Not Verified,Fully Paid,credit_card,FL,24.49,0.0,Oct-1987,7149.49,INDIVIDUAL,,,
619,63937576,24000.0,612.06,10+ years,MORTGAGE,126500.0,Source Verified,Current,debt_consolidation,NY,25.61,0.0,Dec-1996,699.97,INDIVIDUAL,,,69800.0
620,16371827,12000.0,,3 years,RENT,88000.0,Not Verified,Fully Paid,debt_consolidation,FL,12.17,0.0,Aug-2001,727.58,INDIVIDUAL,,,16100.0
621,68232617,9000.0,286.92,3 years,MORTGAGE,57600.0,Not Verified,Current,credit_card,TX,17.29,0.0,Sep-2006,0.0,INDIVIDUAL,,32.0,25501.0
622,66493563,3850.0,136.41,7 years,MORTGAGE,37000.0,Not Verified,Current,debt_consolidation,CT,29.03,0.0,Jun-2006,49.56,INDIVIDUAL,,,22300.0
623,22304680,20000.0,475.7,1 year,MORTGAGE,80000.0,Verified,Current,home_improvement,NC,3.72,0.0,Feb-1993,3838.4,INDIVIDUAL,,,14700.0
624,56127594,10000.0,333.53,n/a,RENT,44016.0,Verified,Current,debt_consolidation,NV,18.29,0.0,Nov-1994,484.75,INDIVIDUAL,,,16600.0
625,6582514,6250.0,,9 years,MORTGAGE,30000.0,Not Verified,Fully Paid,credit_card,MA,7.16,0.0,Oct-2006,194.97,INDIVIDUAL,,,20900.0
626,10180267,12300.0,360.95,10+ years,RENT,37250.0,Verified,Current,debt_consolidation,NJ,26.84,0.0,Nov-1997,5441.69,INDIVIDUAL,,,26200.0
627,31066199,10800.0,245.68,7 years,MORTGAGE,50000.0,Not Verified,Current,debt_consolidation,NY,8.59,0.0,Sep-2002,1496.44,INDIVIDUAL,,,14100.0
628,8996450,15000.0,390.77,2 years,OWN,50000.0,Verified,Charged Off,debt_consolidation,PA,15.15,0.0,Oct-1996,3328.2,INDIVIDUAL,,,30200.0
629,2298156,12000.0,404.97,10+ years,OWN,107000.0,Verified,Fully Paid,debt_consolidation,RI,15.33,0.0,Sep-1983,624.71,INDIVIDUAL,,,35900.0
630,12926087,20000.0,467.03,10+ years,MORTGAGE,125000.0,Source Verified,Current,debt_consolidation,MA,9.04,0.0,Aug-2001,4509.82,INDIVIDUAL,,,67000.0
631,59131264,9600.0,295.94,10+ years,MORTGAGE,70000.0,Source Verified,Current,debt_consolidation,CT,6.09,0.0,Apr-1998,204.8,INDIVIDUAL,,,15600.0
632,66610920,23675.0,595.67,3 years,RENT,90000.0,Source Verified,Current,credit_card,GA,11.13,0.0,Dec-1999,300.42,INDIVIDUAL,,,38100.0
633,1137550,10000.0,304.36,10+ years,MORTGAGE,33600.0,Source Verified,Fully Paid,debt_consolidation,SD,6.57,0.0,Oct-1994,873.92,INDIVIDUAL,,,
634,8635725,12000.0,385.35,2 years,RENT,60000.0,Not Verified,Charged Off,debt_consolidation,MA,13.68,0.0,May-2002,932.37,INDIVIDUAL,,,26600.0
635,62002942,6000.0,184.97,10+ years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,TX,5.98,0.0,Dec-2002,65.74,INDIVIDUAL,,,
636,21360765,10000.0,,n/a,MORTGAGE,60000.0,Verified,Current,credit_card,CT,5.7,0.0,Mar-2007,947.02,INDIVIDUAL,,,26200.0
637,18904953,4000.0,134.76,< 1 year,RENT,57000.0,Not Verified,Fully Paid,credit_card,AZ,14.02,0.0,Aug-2008,105.15,INDIVIDUAL,,,8900.0
638,16030703,18000.0,623.89,10+ years,RENT,45000.0,Verified,Current,debt_consolidation,CA,29.07,0.0,Mar-1998,3475.0,INDIVIDUAL,,,23000.0
639,43905710,15000.0,503.18,10+ years,MORTGAGE,60000.0,Source Verified,Fully Paid,debt_consolidation,TX,39.37,0.0,Feb-2002,1105.71,INDIVIDUAL,,,16900.0
640,34673184,16000.0,512.46,1 year,MORTGAGE,100000.0,Not Verified,Current,debt_consolidation,FL,14.46,2.0,May-1986,1476.31,INDIVIDUAL,,,26900.0
641,7690749,12000.0,404.27,5 years,RENT,97000.0,Verified,Current,debt_consolidation,VA,23.48,0.0,Jun-2007,2363.35,INDIVIDUAL,,,38200.0
642,31918054,35000.0,1082.62,1 year,MORTGAGE,110000.0,Verified,Current,debt_consolidation,MN,10.43,0.0,Sep-1997,2271.96,INDIVIDUAL,,,26300.0
643,63158885,15100.0,479.22,6 years,RENT,36000.0,Verified,Current,debt_consolidation,WA,,0.0,Jan-2008,702.5,INDIVIDUAL,,,12300.0
644,3152716,10625.0,375.07,n/a,RENT,39600.0,Source Verified,Current,debt_consolidation,FL,12.3,0.0,Jan-1984,2871.69,INDIVIDUAL,,,6400.0
645,50655341,19575.0,684.44,10+ years,OWN,57200.0,Not Verified,Current,debt_consolidation,NC,25.03,0.0,Dec-1998,1713.28,INDIVIDUAL,,,31800.0
646,1391493,16850.0,443.81,< 1 year,,65000.0,Not Verified,Current,debt_consolidation,CA,21.97,0.0,Jul-2000,8384.78,INDIVIDUAL,,,
647,38527083,24000.0,488.82,10+ years,MORTGAGE,55000.0,Source Verified,Current,credit_card,UT,17.35,0.0,Oct-1989,1793.97,INDIVIDUAL,,,54900.0
648,67115416,9900.0,325.15,10+ years,RENT,55000.0,Source Verified,Current,debt_consolidation,NY,5.61,0.0,Dec-2005,86.39,INDIVIDUAL,,76.1,
649,67308637,5600.0,185.98,5 years,RENT,50000.0,Not Verified,Current,debt_consolidation,NM,15.7,0.0,Apr-2007,48.49,INDIVIDUAL,,72.5,21100.0
650,39897425,10000.0,262.28,10+ years,MORTGAGE,55000.0,Source Verified,Current,other,NC,9.78,0.0,Apr-1993,1572.18,INDIVIDUAL,,,6300.0
651,19075712,16800.0,405.08,9 years,MORTGAGE,140000.0,Verified,Current,home_improvement,CA,17.46,0.0,Mar-2000,3705.07,INDIVIDUAL,,,24200.0
